paper_label,paper_estimate_id,url,journal,publication_year,field,context,empirical_strategy,outcome,outcome_type,outcome_subgroup,control_outcome,independent_variable,temporal_scale,sample_size,increase_independent_variable,independent_variable_dummy,is_standardized,log_outcome,mean_outcome,sd_outcome,mean_independant_variable,sd_independent_variable,estimate,standard_error,first_stage_statistic,source_summary_stats,source_results,remarks,open_data
barwick et al. (2018),76,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2999068,working paper,2018,economics,"all cities, china",instrumental variable,number of pharmacy spending transactions,morbidity,all,0,pm2.5,daily,191277,1 µg/m³ increase in pm2.5,0,0,1,2245.3,7063.3,56.33,46.37,0.6,0.15,NA,table 1,table 3 - column 3,NA,0
barwick et al. (2018),77,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2999068,working paper,2018,economics,"all cities, china",instrumental variable,number of people's hospitals spending transactions,morbidity,all,0,pm2.5,daily,185773,1 µg/m³ increase in pm2.5,0,0,1,1060.6,2800.4,56.33,46.37,0.77,0.13,NA,table 1,table 3 - column 4,NA,0
barwick et al. (2018),78,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2999068,working paper,2018,economics,"all cities, china",instrumental variable,number of children's hospitals spending transactions,morbidity,children,0,pm2.5,daily,146224,1 µg/m³ increase in pm2.5,0,0,1,464.7,1290.5,56.33,46.37,1.13,0.37,NA,table 1,table 3 - column 5,NA,0
bauernschuster et al. (2017),79,https://www.aeaweb.org/articles?id=10.1257/pol.20150414,AEJ: EP,2017,economics,"5 largest cities, germany",difference in differences,admissions for abnormalities of breathing (age below 5),morbidity,children,0,public transport strikes dummy,daily,11000,public transport strikes dummy,1,0,0,0.22,0.49,NA,NA,0.074,0.018,NA,table a2,table 7 - column 2,NA,0
bauernschuster et al. (2017),80,https://www.aeaweb.org/articles?id=10.1257/pol.20150414,AEJ: EP,2017,economics,"5 largest cities, germany",difference in differences,admissions for abnormalities of breathing- full population,morbidity,all,0,public transport strikes dummy,daily,11000,public transport strikes dummy,1,0,0,1.27,1.23,NA,NA,0.16,0.048,NA,table a2,table 7 - column 1,NA,0
bauernschuster et al. (2017),81,https://www.aeaweb.org/articles?id=10.1257/pol.20150414,AEJ: EP,2017,economics,"5 largest cities, germany",difference in differences,admissions for abnormalities of breathing- ages 65 and above,morbidity,old,0,public transport strikes dummy,daily,11000,public transport strikes dummy,1,0,0,1.27,1.23,NA,NA,0.049,0.096,NA,table a2,table 7 - column 3,NA,0
bauernschuster et al. (2017),82,https://www.aeaweb.org/articles?id=10.1257/pol.20150414,AEJ: EP,2017,economics,"5 largest cities, germany",difference in differences,admissions for respiratory diseases (age below 5),morbidity,children,0,public transport strikes dummy,daily,11000,public transport strikes dummy,1,0,0,7.83,5.77,NA,NA,0.879,0.208,NA,table a2,table 7 - column 2,NA,0
bauernschuster et al. (2017),83,https://www.aeaweb.org/articles?id=10.1257/pol.20150414,AEJ: EP,2017,economics,"5 largest cities, germany",difference in differences,admissions for respiratory diseases - full population,morbidity,all,0,public transport strikes dummy,daily,11000,public transport strikes dummy,1,0,0,61.08,36.03,NA,NA,0.963,1.746,NA,table a2,table 7 - column 1,NA,0
bauernschuster et al. (2017),84,https://www.aeaweb.org/articles?id=10.1257/pol.20150414,AEJ: EP,2017,economics,"5 largest cities, germany",difference in differences,admissions for respiratory diseases - ages 65 and above,morbidity,old,0,public transport strikes dummy,daily,11000,public transport strikes dummy,1,0,0,22.08,15.05,NA,NA,0.145,0.829,NA,table a2,table 7 - column 3,NA,0
chen et al. (2018),85,https://www.thelancet.com/journals/lanplh/article/PIIS2542-5196(17)30185-7/fulltext,The Lancet Planetary Health,2018,epidemiology,"toronto, canada",reduced-form,emergency-department visit - asthma,morbidity,all,0,air quality eligibility,daily,143,air quality eligibility dummy,1,0,0,26,NA,0.29,NA,-2.05,0.994898,NA,table 2,table 2 - column 2,NA,0
chen et al. (2018),86,https://www.thelancet.com/journals/lanplh/article/PIIS2542-5196(17)30185-7/fulltext,The Lancet Planetary Health,2018,epidemiology,"toronto, canada",reduced-form,mortality - any cardiovascular disease,mortality,all,0,air quality eligibility,daily,143,air quality eligibility dummy,1,0,0,12,NA,0.29,NA,0.29,0.2857143,NA,table 2,table 2 - column 2,NA,0
chen et al. (2018),87,https://www.thelancet.com/journals/lanplh/article/PIIS2542-5196(17)30185-7/fulltext,The Lancet Planetary Health,2018,epidemiology,"toronto, canada",reduced-form,mortality - any respiratory disease,mortality,all,0,air quality eligibility,daily,143,air quality eligibility dummy,1,0,0,3,NA,0.29,NA,0.09,0.1683673,NA,table 2,table 2 - column 2,NA,0
chen et al. (2018),88,https://www.thelancet.com/journals/lanplh/article/PIIS2542-5196(17)30185-7/fulltext,The Lancet Planetary Health,2018,epidemiology,"toronto, canada",reduced-form,hospital admission - acute myocardial infarction,morbidity,all,0,air quality eligibility,daily,143,air quality eligibility dummy,1,0,0,10,NA,0.29,NA,0.18,0.2908163,NA,table 2,table 2 - column 2,NA,0
chen et al. (2018),89,https://www.thelancet.com/journals/lanplh/article/PIIS2542-5196(17)30185-7/fulltext,The Lancet Planetary Health,2018,epidemiology,"toronto, canada",reduced-form,hospital admission - congestive heart failure,morbidity,all,0,air quality eligibility,daily,143,air quality eligibility dummy,1,0,0,10,NA,0.29,NA,-0.05,0.3010204,NA,table 2,table 2 - column 2,NA,0
chen et al. (2018),90,https://www.thelancet.com/journals/lanplh/article/PIIS2542-5196(17)30185-7/fulltext,The Lancet Planetary Health,2018,epidemiology,"toronto, canada",reduced-form,hospital admission - stroke,morbidity,all,0,air quality eligibility,daily,143,air quality eligibility dummy,1,0,0,9,NA,0.29,NA,0.15,0.2857143,NA,table 2,table 2 - column 2,NA,0
chen et al. (2018),91,https://www.thelancet.com/journals/lanplh/article/PIIS2542-5196(17)30185-7/fulltext,The Lancet Planetary Health,2018,epidemiology,"toronto, canada",reduced-form,hospital admission - asthma,morbidity,all,0,air quality eligibility,daily,143,air quality eligibility dummy,1,0,0,3,NA,0.29,NA,-0.2,0.2040816,NA,table 2,table 2 - column 2,NA,0
chen et al. (2018),92,https://www.thelancet.com/journals/lanplh/article/PIIS2542-5196(17)30185-7/fulltext,The Lancet Planetary Health,2018,epidemiology,"toronto, canada",reduced-form,hospital admission - chronic obstructive pulmonary disease,morbidity,all,0,air quality eligibility,daily,143,air quality eligibility dummy,1,0,0,8,NA,0.29,NA,-0.47,0.244898,NA,table 2,table 2 - column 2,NA,0
chen et al. (2018),93,https://www.thelancet.com/journals/lanplh/article/PIIS2542-5196(17)30185-7/fulltext,The Lancet Planetary Health,2018,epidemiology,"toronto, canada",reduced-form,emergency-department visit - acute myocardial infarction,morbidity,all,0,air quality eligibility,daily,143,air quality eligibility dummy,1,0,0,5,NA,0.29,NA,0.16,0.1938776,NA,table 2,table 2 - column 2,NA,0
chen et al. (2018),94,https://www.thelancet.com/journals/lanplh/article/PIIS2542-5196(17)30185-7/fulltext,The Lancet Planetary Health,2018,epidemiology,"toronto, canada",reduced-form,emergency-department visit -  congestive heart failure,morbidity,all,0,air quality eligibility,daily,143,air quality eligibility dummy,1,0,0,13,NA,0.29,NA,-0.35,0.3214286,NA,table 2,table 2 - column 2,NA,0
chen et al. (2018),95,https://www.thelancet.com/journals/lanplh/article/PIIS2542-5196(17)30185-7/fulltext,The Lancet Planetary Health,2018,epidemiology,"toronto, canada",reduced-form,emergency-department visit - stroke,morbidity,all,0,air quality eligibility,daily,143,air quality eligibility dummy,1,0,0,9,NA,0.29,NA,-0.14,0.2397959,NA,table 2,table 2 - column 2,NA,0
chen et al. (2018),96,https://www.thelancet.com/journals/lanplh/article/PIIS2542-5196(17)30185-7/fulltext,The Lancet Planetary Health,2018,epidemiology,"toronto, canada",reduced-form,"emergency-department visit - chronic obstructive pulmonary
disease",morbidity,all,0,air quality eligibility,daily,143,air quality eligibility dummy,1,0,0,16,NA,0.29,NA,-0.37,0.4285714,NA,table 2,table 2 - column 2,NA,0
chen et al. (2018),97,https://www.thelancet.com/journals/lanplh/article/PIIS2542-5196(17)30185-7/fulltext,The Lancet Planetary Health,2018,epidemiology,"toronto, canada",fuzzy rdd,emergency-department visit - asthma,morbidity,all,0,air quality altert,daily,143,air quality altert dummy,1,0,0,26,NA,0.43,NA,-4.73,2.132653,NA,table 2,table 2 - column 3,NA,0
chen et al. (2018),98,https://www.thelancet.com/journals/lanplh/article/PIIS2542-5196(17)30185-7/fulltext,The Lancet Planetary Health,2018,epidemiology,"toronto, canada",fuzzy rdd,mortality - any cardiovascular disease,mortality,all,0,air quality altert,daily,143,air quality altert dummy,1,0,0,12,NA,0.43,NA,0.61,0.8469388,NA,table 2,table 2 - column 3,NA,0
chen et al. (2018),99,https://www.thelancet.com/journals/lanplh/article/PIIS2542-5196(17)30185-7/fulltext,The Lancet Planetary Health,2018,epidemiology,"toronto, canada",fuzzy rdd,mortality - any respiratory disease,mortality,all,0,air quality altert,daily,143,air quality altert dummy,1,0,0,3,NA,0.43,NA,0.19,0.5102041,NA,table 2,table 2 - column 3,NA,0
chen et al. (2018),100,https://www.thelancet.com/journals/lanplh/article/PIIS2542-5196(17)30185-7/fulltext,The Lancet Planetary Health,2018,epidemiology,"toronto, canada",fuzzy rdd,hospital admission - acute myocardial infarction,morbidity,all,0,air quality altert,daily,143,air quality altert dummy,1,0,0,10,NA,0.43,NA,0.42,0.744898,NA,table 2,table 2 - column 3,NA,0
chen et al. (2018),101,https://www.thelancet.com/journals/lanplh/article/PIIS2542-5196(17)30185-7/fulltext,The Lancet Planetary Health,2018,epidemiology,"toronto, canada",fuzzy rdd,hospital admission - congestive heart failure,morbidity,all,0,air quality altert,daily,143,air quality altert dummy,1,0,0,10,NA,0.43,NA,-0.13,0.7397959,NA,table 2,table 2 - column 3,NA,0
chen et al. (2018),102,https://www.thelancet.com/journals/lanplh/article/PIIS2542-5196(17)30185-7/fulltext,The Lancet Planetary Health,2018,epidemiology,"toronto, canada",fuzzy rdd,hospital admission - stroke,morbidity,all,0,air quality altert,daily,143,air quality altert dummy,1,0,0,9,NA,0.43,NA,0.36,0.7244898,NA,table 2,table 2 - column 3,NA,0
chen et al. (2018),103,https://www.thelancet.com/journals/lanplh/article/PIIS2542-5196(17)30185-7/fulltext,The Lancet Planetary Health,2018,epidemiology,"toronto, canada",fuzzy rdd,hospital admission - asthma,morbidity,all,0,air quality altert,daily,143,air quality altert dummy,1,0,0,3,NA,0.43,NA,-0.46,0.4081633,NA,table 2,table 2 - column 3,NA,0
chen et al. (2018),104,https://www.thelancet.com/journals/lanplh/article/PIIS2542-5196(17)30185-7/fulltext,The Lancet Planetary Health,2018,epidemiology,"toronto, canada",fuzzy rdd,hospital admission - chronic obstructive pulmonary disease,morbidity,all,0,air quality altert,daily,143,air quality altert dummy,1,0,0,8,NA,0.43,NA,-1.08,0.6479592,NA,table 2,table 2 - column 3,NA,0
chen et al. (2018),105,https://www.thelancet.com/journals/lanplh/article/PIIS2542-5196(17)30185-7/fulltext,The Lancet Planetary Health,2018,epidemiology,"toronto, canada",fuzzy rdd,emergency-department visit - acute myocardial infarction,morbidity,all,0,air quality altert,daily,143,air quality altert dummy,1,0,0,5,NA,0.43,NA,0.38,0.4846939,NA,table 2,table 2 - column 3,NA,0
chen et al. (2018),106,https://www.thelancet.com/journals/lanplh/article/PIIS2542-5196(17)30185-7/fulltext,The Lancet Planetary Health,2018,epidemiology,"toronto, canada",fuzzy rdd,emergency-department visit -  congestive heart failure,morbidity,all,0,air quality altert,daily,143,air quality altert dummy,1,0,0,13,NA,0.43,NA,-0.82,0.7653061,NA,table 2,table 2 - column 3,NA,0
chen et al. (2018),107,https://www.thelancet.com/journals/lanplh/article/PIIS2542-5196(17)30185-7/fulltext,The Lancet Planetary Health,2018,epidemiology,"toronto, canada",fuzzy rdd,emergency-department visit - stroke,morbidity,all,0,air quality altert,daily,143,air quality altert dummy,1,0,0,9,NA,0.43,NA,-0.32,0.6173469,NA,table 2,table 2 - column 3,NA,0
chen et al. (2018),108,https://www.thelancet.com/journals/lanplh/article/PIIS2542-5196(17)30185-7/fulltext,The Lancet Planetary Health,2018,epidemiology,"toronto, canada",fuzzy rdd,"emergency-department visit - chronic obstructive pulmonary
disease",morbidity,all,0,air quality altert,daily,143,air quality altert dummy,1,0,0,16,NA,0.43,NA,-0.84,1.015306,NA,table 2,table 2 - column 3,NA,0
chen et al. (2018),109,https://www.sciencedirect.com/science/article/abs/pii/S0095069617306757,JEEME,2018,economics,"guangzhou city, china",conventional time series,respiratory ilness rate,morbidity,all,0,aqi,daily,3122724,10 units increase in aqi,0,0,0,0.176,0.642,6.727,3.034,0.00126,2.5e-4,NA,table 1,table 2 - column 1,NA,0
chen et al. (2018),110,https://www.sciencedirect.com/science/article/abs/pii/S0095069617306757,JEEME,2018,economics,"guangzhou city, china",instrumental variable,respiratory ilness rate,morbidity,all,0,aqi,daily,3122724,10 units increase in aqi,0,0,0,0.176,0.642,6.727,3.034,0.00582,0.00169,NA,table 1,table 2 - column 2,NA,0
chen et al. (2018),111,https://www.sciencedirect.com/science/article/abs/pii/S0095069617306757,JEEME,2018,economics,"guangzhou city, china",conventional time series,gastrointestinal illness rate,morbidity,all,0,aqi,daily,3122724,10 units increase in aqi,0,0,0,0.015,0.171,6.727,3.034,7e-5,5e-5,NA,table 1,table 2 - column 3,NA,0
chen et al. (2018),112,https://www.sciencedirect.com/science/article/abs/pii/S0095069617306757,JEEME,2018,economics,"guangzhou city, china",instrumental variable,gastrointestinal illness rate,morbidity,all,0,aqi,daily,3122724,10 units increase in aqi,0,0,0,0.015,0.171,6.727,3.034,8e-5,3.1e-4,NA,table 1,table 2 - column 4,NA,0
cheung et al. (2020),113,https://www.sciencedirect.com/science/article/pii/S0095069620300395,JEEME,2020,economics,hong kong,instrumental variable,log of cvr mortality,mortality,all,0,api,monthly,23044,one-unit increase in aqi,0,0,1,2.2,1.59,44.55,10.83,0.0177,0.0059,NA,table 1,table 2 - column 3,NA,0
cheung et al. (2020),114,https://www.sciencedirect.com/science/article/pii/S0095069620300395,JEEME,2020,economics,hong kong,instrumental variable,log of non-cvr mortality,mortality,all,0,api,monthly,23044,one-unit increase in aqi,0,0,1,1.59,1.59,44.55,10.83,0.0086,0.0054,NA,table 1,table 2 - column 6,NA,0
cheung et al. (2020),115,https://www.sciencedirect.com/science/article/pii/S0095069620300395,JEEME,2020,economics,hong kong,instrumental variable,log of cvr mortality of male,mortality,all and male,0,api,monthly,23044,one-unit increase in aqi,0,0,1,NA,NA,44.55,10.83,0.0222,0.0085,NA,table 1,table 3 - column 3,NA,0
cheung et al. (2020),116,https://www.sciencedirect.com/science/article/pii/S0095069620300395,JEEME,2020,economics,hong kong,instrumental variable,log of cvr mortality of female,mortality,all and female,0,api,monthly,23044,one-unit increase in aqi,0,0,1,NA,NA,44.55,10.83,0.0109,0.0058,NA,table 1,table 3 - column 6,NA,0
cheung et al. (2020),117,https://www.sciencedirect.com/science/article/pii/S0095069620300395,JEEME,2020,economics,hong kong,instrumental variable,log of cvr mortality - age 0 to 4,mortality,children,0,api,monthly,23044,one-unit increase in aqi,0,0,1,NA,NA,44.55,10.83,-6e-4,0.0044,NA,table 1,table 4 - column 1,NA,0
cheung et al. (2020),118,https://www.sciencedirect.com/science/article/pii/S0095069620300395,JEEME,2020,economics,hong kong,instrumental variable,log of cvr mortality - age 5 to 9,mortality,children,0,api,monthly,23044,one-unit increase in aqi,0,0,1,NA,NA,44.55,10.83,-4e-4,0.0021,NA,table 1,table 4 - column 1,NA,0
cheung et al. (2020),119,https://www.sciencedirect.com/science/article/pii/S0095069620300395,JEEME,2020,economics,hong kong,instrumental variable,log of cvr mortality - age 10 to 19,mortality,age 10 to 19,0,api,monthly,23044,one-unit increase in aqi,0,0,1,NA,NA,44.55,10.83,-6e-4,0.0039,NA,table 1,table 4 - column 1,NA,0
cheung et al. (2020),120,https://www.sciencedirect.com/science/article/pii/S0095069620300395,JEEME,2020,economics,hong kong,instrumental variable,log of cvr mortality - age 20 to 39,mortality,age 20 to 39,0,api,monthly,23044,one-unit increase in aqi,0,0,1,NA,NA,44.55,10.83,0.0127,0.0105,NA,table 1,table 4 - column 1,NA,0
cheung et al. (2020),121,https://www.sciencedirect.com/science/article/pii/S0095069620300395,JEEME,2020,economics,hong kong,instrumental variable,log of cvr mortality - age 40 to 59,mortality,age 40 to 59,0,api,monthly,23044,one-unit increase in aqi,0,0,1,NA,NA,44.55,10.83,0.0327,0.0232,NA,table 1,table 4 - column 1,NA,0
cheung et al. (2020),122,https://www.sciencedirect.com/science/article/pii/S0095069620300395,JEEME,2020,economics,hong kong,instrumental variable,log of cvr mortality - age 60+,mortality,old,0,api,monthly,23044,one-unit increase in aqi,0,0,1,NA,NA,44.55,10.83,0.0841,0.0355,NA,table 1,table 4 - column 1,NA,0
cheung et al. (2020),123,https://www.sciencedirect.com/science/article/pii/S0095069620300395,JEEME,2020,economics,hong kong,instrumental variable,log of non-cvr mortality - age 0 to 4,mortality,children,0,api,monthly,23044,one-unit increase in aqi,0,0,1,NA,NA,44.55,10.83,-0.0081,0.09,NA,table 1,table 4 - column 2,NA,0
